institute,branch,round,region,category,sub_category,closing_rank
DTU,Computer Science and Engineering,1,delhi,general,gender-neutral,9170
DTU,Computer Science and Engineering,1,delhi,general,girl,12243
DTU,Computer Science and Engineering,1,delhi,ews,gender-neutral,24019
DTU,Computer Science and Engineering,1,delhi,ews,girl,31101
DTU,Computer Science and Engineering,1,delhi,obc,gender-neutral,41031
DTU,Computer Science and Engineering,1,delhi,obc,girl,66166
DTU,Computer Science and Engineering,1,delhi,sc,gender-neutral,100225
DTU,Computer Science and Engineering,1,delhi,sc,girl,117723
DTU,Computer Science and Engineering,1,delhi,st,gender-neutral,261198
DTU,Computer Science and Engineering,1,delhi,st,girl,339743
DTU,Computer Science and Engineering,1,delhi,general,single-girl,19957
DTU,Computer Science and Engineering,1,delhi,general,pwd,103810
DTU,Computer Science and Engineering,1,delhi,ews,pwd,233585
DTU,Computer Science and Engineering,1,delhi,obc,pwd,356814
DTU,Computer Science and Engineering,1,delhi,sc,pwd,846056
DTU,Computer Science and Engineering,1,delhi,st,pwd,1287380
DTU,Computer Science and Engineering (Data Science & Analytics),1,delhi,general,gender-neutral,10274
DTU,Computer Science and Engineering (Data Science & Analytics),1,delhi,general,girl,12957
DTU,Computer Science and Engineering (Data Science & Analytics),1,delhi,ews,gender-neutral,26893
DTU,Computer Science and Engineering (Data Science & Analytics),1,delhi,ews,girl,34476
DTU,Computer Science and Engineering (Data Science & Analytics),1,delhi,obc,gender-neutral,47321
DTU,Computer Science and Engineering (Data Science & Analytics),1,delhi,obc,girl,49320
DTU,Computer Science and Engineering (Data Science & Analytics),1,delhi,sc,gender-neutral,106615
DTU,Computer Science and Engineering (Data Science & Analytics),1,delhi,sc,girl,125819
DTU,Computer Science and Engineering (Data Science & Analytics),1,delhi,st,gender-neutral,281792
DTU,Computer Science and Engineering (Data Science & Analytics),1,delhi,general,single-girl,20396
DTU,Computer Science and Engineering (Data Science & Analytics),1,delhi,general,pwd,83757
DTU,Computer Science and Engineering (Data Science & Analytics),1,delhi,obc,pwd,333955
DTU,Information Technology,1,delhi,general,gender-neutral,13499
DTU,Information Technology,1,delhi,general,girl,17274
DTU,Information Technology,1,delhi,ews,gender-neutral,33309
DTU,Information Technology,1,delhi,ews,girl,40896
DTU,Information Technology,1,delhi,obc,gender-neutral,57324
DTU,Information Technology,1,delhi,obc,girl,81865
DTU,Information Technology,1,delhi,sc,gender-neutral,133457
DTU,Information Technology,1,delhi,sc,girl,136375
DTU,Information Technology,1,delhi,st,gender-neutral,351096
DTU,Information Technology,1,delhi,st,girl,461504
DTU,Information Technology,1,delhi,general,single-girl,24690
DTU,Information Technology,1,delhi,general,pwd,123208
DTU,Information Technology,1,delhi,ews,pwd,407519
DTU,Information Technology,1,delhi,obc,pwd,415661
DTU,Information Technology (Cyber Security),1,delhi,general,gender-neutral,17650
DTU,Information Technology (Cyber Security),1,delhi,general,girl,21218
DTU,Information Technology (Cyber Security),1,delhi,ews,gender-neutral,34018
DTU,Information Technology (Cyber Security),1,delhi,obc,gender-neutral,76895
DTU,Information Technology (Cyber Security),1,delhi,obc,girl,89361
DTU,Information Technology (Cyber Security),1,delhi,sc,gender-neutral,156722
DTU,Information Technology (Cyber Security),1,delhi,sc,girl,224767
DTU,Information Technology (Cyber Security),1,delhi,st,gender-neutral,473550
DTU,Information Technology (Cyber Security),1,delhi,st,girl,876713
DTU,Information Technology (Cyber Security),1,delhi,general,single-girl,25328
DTU,Information Technology (Cyber Security),1,delhi,general,pwd,169047
DTU,Information Technology (Cyber Security),1,delhi,obc,pwd,560768
DTU,Software Engineering,1,delhi,general,gender-neutral,16857
DTU,Software Engineering,1,delhi,general,girl,22206
DTU,Software Engineering,1,delhi,ews,gender-neutral,38763
DTU,Software Engineering,1,delhi,ews,girl,43342
DTU,Software Engineering,1,delhi,obc,gender-neutral,75460
DTU,Software Engineering,1,delhi,obc,girl,95474
DTU,Software Engineering,1,delhi,sc,gender-neutral,150358
DTU,Software Engineering,1,delhi,sc,girl,192476
DTU,Software Engineering,1,delhi,st,gender-neutral,526524
DTU,Software Engineering,1,delhi,st,girl,685912
DTU,Software Engineering,1,delhi,general,single-girl,25387
DTU,Software Engineering,1,delhi,general,pwd,168096
DTU,Software Engineering,1,delhi,ews,pwd,327406
DTU,Software Engineering,1,delhi,obc,pwd,556611
DTU,Mathematics and Computing,1,delhi,general,gender-neutral,19022
DTU,Mathematics and Computing,1,delhi,general,girl,25676
DTU,Mathematics and Computing,1,delhi,ews,gender-neutral,41651
DTU,Mathematics and Computing,1,delhi,ews,girl,47384
DTU,Mathematics and Computing,1,delhi,obc,gender-neutral,86302
DTU,Mathematics and Computing,1,delhi,obc,girl,132193
DTU,Mathematics and Computing,1,delhi,sc,gender-neutral,168077
DTU,Mathematics and Computing,1,delhi,sc,girl,207365
DTU,Mathematics and Computing,1,delhi,st,gender-neutral,701802
DTU,Mathematics and Computing,1,delhi,st,girl,761032
DTU,Mathematics and Computing,1,delhi,general,single-girl,25790
DTU,Mathematics and Computing,1,delhi,general,pwd,178659
DTU,Mathematics and Computing,1,delhi,ews,pwd,852529
DTU,Mathematics and Computing,1,delhi,obc,pwd,743666
DTU,Electronics and Communication Engineering,1,delhi,general,gender-neutral,21428
DTU,Electronics and Communication Engineering,1,delhi,general,girl,28719
DTU,Electronics and Communication Engineering,1,delhi,ews,gender-neutral,45197
DTU,Electronics and Communication Engineering,1,delhi,ews,girl,59866
DTU,Electronics and Communication Engineering,1,delhi,obc,gender-neutral,94929
DTU,Electronics and Communication Engineering,1,delhi,obc,girl,152819
DTU,Electronics and Communication Engineering,1,delhi,sc,gender-neutral,171875
DTU,Electronics and Communication Engineering,1,delhi,sc,girl,193895
DTU,Electronics and Communication Engineering,1,delhi,st,gender-neutral,732943
DTU,Electronics and Communication Engineering,1,delhi,st,girl,899864
DTU,Electronics and Communication Engineering,1,delhi,general,single-girl,29939
DTU,Electronics and Communication Engineering,1,delhi,general,pwd,123237
DTU,Electronics and Communication Engineering,1,delhi,obc,pwd,996647
DTU,Electronics Engineering (VLSI Design and Technology),1,delhi,general,gender-neutral,23597
DTU,Electronics Engineering (VLSI Design and Technology),1,delhi,general,girl,31363
DTU,Electronics Engineering (VLSI Design and Technology),1,delhi,ews,gender-neutral,49827
DTU,Electronics Engineering (VLSI Design and Technology),1,delhi,ews,girl,77950
DTU,Electronics Engineering (VLSI Design and Technology),1,delhi,obc,gender-neutral,101366
DTU,Electronics Engineering (VLSI Design and Technology),1,delhi,obc,girl,171193
DTU,Electronics Engineering (VLSI Design and Technology),1,delhi,sc,gender-neutral,188900
DTU,Electronics Engineering (VLSI Design and Technology),1,delhi,sc,girl,263818
DTU,Electronics Engineering (VLSI Design and Technology),1,delhi,st,gender-neutral,1217445
DTU,Electronics Engineering (VLSI Design and Technology),1,delhi,general,single-girl,32497
DTU,Electronics Engineering (VLSI Design and Technology),1,delhi,general,pwd,211813
DTU,Electronics Engineering (VLSI Design and Technology),1,delhi,ews,pwd,701837
DTU,Electrical Engineering,1,delhi,general,gender-neutral,30596
DTU,Electrical Engineering,1,delhi,general,girl,41729
DTU,Electrical Engineering,1,delhi,ews,gender-neutral,62064
DTU,Electrical Engineering,1,delhi,ews,girl,119162
DTU,Electrical Engineering,1,delhi,obc,gender-neutral,127387
DTU,Electrical Engineering,1,delhi,obc,girl,306083
DTU,Electrical Engineering,1,delhi,sc,gender-neutral,228722
DTU,Electrical Engineering,1,delhi,sc,girl,357865
DTU,Electrical Engineering,1,delhi,st,gender-neutral,1313413
DTU,Electrical Engineering,1,delhi,general,single-girl,42808
DTU,Electrical Engineering,1,delhi,general,pwd,289265
DTU,Electrical Engineering,1,delhi,obc,pwd,1277335
DTU,Mechanical Engineering,1,delhi,general,gender-neutral,39267
DTU,Mechanical Engineering,1,delhi,general,girl,65596
DTU,Mechanical Engineering,1,delhi,ews,gender-neutral,72599
DTU,Mechanical Engineering,1,delhi,ews,girl,190814
DTU,Mechanical Engineering,1,delhi,obc,gender-neutral,155310
DTU,Mechanical Engineering,1,delhi,obc,girl,365531
DTU,Mechanical Engineering,1,delhi,sc,gender-neutral,266777
DTU,Mechanical Engineering,1,delhi,sc,girl,484504
DTU,Mechanical Engineering,1,delhi,st,gender-neutral,1436790
DTU,Mechanical Engineering,1,delhi,general,single-girl,69332
DTU,Mechanical Engineering,1,delhi,general,pwd,389175
DTU,Mechanical and Automation Engineering,1,delhi,general,gender-neutral,41102
DTU,Mechanical and Automation Engineering,1,delhi,general,girl,88314
DTU,Mechanical and Automation Engineering,1,delhi,ews,gender-neutral,70775
DTU,Mechanical and Automation Engineering,1,delhi,ews,girl,137498
DTU,Mechanical and Automation Engineering,1,delhi,obc,gender-neutral,155856
DTU,Mechanical and Automation Engineering,1,delhi,obc,girl,314405
DTU,Mechanical and Automation Engineering,1,delhi,sc,gender-neutral,271178
DTU,Mechanical and Automation Engineering,1,delhi,sc,girl,484784
DTU,Mechanical and Automation Engineering,1,delhi,general,single-girl,100082
DTU,Mechanical and Automation Engineering,1,delhi,general,pwd,431456
DTU,Mechanical Engineering with specialization in Automotive Engineering,1,delhi,general,gender-neutral,42305
DTU,Mechanical Engineering with specialization in Automotive Engineering,1,delhi,general,girl,82576
DTU,Mechanical Engineering with specialization in Automotive Engineering,1,delhi,ews,gender-neutral,73820
DTU,Mechanical Engineering with specialization in Automotive Engineering,1,delhi,obc,gender-neutral,158878
DTU,Mechanical Engineering with specialization in Automotive Engineering,1,delhi,obc,girl,259556
DTU,Mechanical Engineering with specialization in Automotive Engineering,1,delhi,sc,gender-neutral,273618
DTU,Mechanical Engineering with specialization in Automotive Engineering,1,delhi,sc,girl,364515
DTU,Mechanical Engineering with specialization in Automotive Engineering,1,delhi,st,gender-neutral,1098204
DTU,Mechanical Engineering with specialization in Automotive Engineering,1,delhi,general,single-girl,91280
DTU,Mechanical Engineering with specialization in Automotive Engineering,1,delhi,general,pwd,386305
DTU,Engineering Physics,1,delhi,general,gender-neutral,43665
DTU,Engineering Physics,1,delhi,general,girl,70149
DTU,Engineering Physics,1,delhi,ews,gender-neutral,72665
DTU,Engineering Physics,1,delhi,ews,girl,190393
DTU,Engineering Physics,1,delhi,obc,gender-neutral,165541
DTU,Engineering Physics,1,delhi,obc,girl,223132
DTU,Engineering Physics,1,delhi,sc,gender-neutral,287126
DTU,Engineering Physics,1,delhi,sc,girl,351345
DTU,Engineering Physics,1,delhi,st,gender-neutral,569476
DTU,Engineering Physics,1,delhi,general,single-girl,83501
DTU,Engineering Physics,1,delhi,general,pwd,367131
DTU,Chemical Engineering,1,delhi,general,gender-neutral,46915
DTU,Chemical Engineering,1,delhi,general,girl,93220
DTU,Chemical Engineering,1,delhi,ews,gender-neutral,82616
DTU,Chemical Engineering,1,delhi,obc,gender-neutral,175163
DTU,Chemical Engineering,1,delhi,obc,girl,295003
DTU,Chemical Engineering,1,delhi,sc,gender-neutral,291214
DTU,Chemical Engineering,1,delhi,sc,girl,458233
DTU,Chemical Engineering,1,delhi,st,gender-neutral,221211
DTU,Chemical Engineering,1,delhi,general,single-girl,102660
DTU,Chemical Engineering,1,delhi,general,pwd,867954
DTU,Civil Engineering,1,delhi,general,gender-neutral,53519
DTU,Civil Engineering,1,delhi,general,girl,101230
DTU,Civil Engineering,1,delhi,ews,gender-neutral,90594
DTU,Civil Engineering,1,delhi,ews,girl,171924
DTU,Civil Engineering,1,delhi,obc,gender-neutral,188807
DTU,Civil Engineering,1,delhi,obc,girl,371364
DTU,Civil Engineering,1,delhi,sc,gender-neutral,296921
DTU,Civil Engineering,1,delhi,sc,girl,371107
DTU,Civil Engineering,1,delhi,st,gender-neutral,461712
DTU,Civil Engineering,1,delhi,st,girl,466313
DTU,Civil Engineering,1,delhi,general,single-girl,114000
DTU,Civil Engineering,1,delhi,general,pwd,626463
DTU,Civil Engineering,1,delhi,obc,pwd,973291
DTU,Production & Industrial Engineering,1,delhi,general,gender-neutral,48274
DTU,Production & Industrial Engineering,1,delhi,general,girl,103921
DTU,Production & Industrial Engineering,1,delhi,ews,gender-neutral,84086
DTU,Production & Industrial Engineering,1,delhi,ews,girl,211425
DTU,Production & Industrial Engineering,1,delhi,obc,gender-neutral,187637
DTU,Production & Industrial Engineering,1,delhi,obc,girl,371587
DTU,Production & Industrial Engineering,1,delhi,sc,gender-neutral,306472
DTU,Production & Industrial Engineering,1,delhi,sc,girl,496166
DTU,Production & Industrial Engineering,1,delhi,general,single-girl,113315
DTU,Production & Industrial Engineering,1,delhi,general,pwd,583939
DTU,Environmental Engineering,1,delhi,general,gender-neutral,55999
DTU,Environmental Engineering,1,delhi,general,girl,81414
DTU,Environmental Engineering,1,delhi,ews,gender-neutral,95086
DTU,Environmental Engineering,1,delhi,obc,gender-neutral,197523
DTU,Environmental Engineering,1,delhi,obc,girl,399179
DTU,Environmental Engineering,1,delhi,sc,gender-neutral,341238
DTU,Environmental Engineering,1,delhi,sc,girl,418682
DTU,Environmental Engineering,1,delhi,st,gender-neutral,557453
DTU,Environmental Engineering,1,delhi,general,single-girl,107248
DTU,Environmental Engineering,1,delhi,general,pwd,872712
DTU,Bio-Technology,1,delhi,general,gender-neutral,56089
DTU,Bio-Technology,1,delhi,general,girl,89684
DTU,Bio-Technology,1,delhi,ews,gender-neutral,95505
DTU,Bio-Technology,1,delhi,obc,gender-neutral,198937
DTU,Bio-Technology,1,delhi,obc,girl,360197
DTU,Bio-Technology,1,delhi,sc,gender-neutral,341827
DTU,Bio-Technology,1,delhi,sc,girl,351347
DTU,Bio-Technology,1,delhi,st,gender-neutral,574407
DTU,Bio-Technology,1,delhi,general,single-girl,108706
DTU,Bio-Technology,1,delhi,general,pwd,899143
DTU,Computer Science and Engineering,1,delhi,general,defense-cw,897590
DTU,Computer Science and Engineering,1,delhi,ews,defense-cw,41049
DTU,Computer Science and Engineering,1,delhi,obc,defense-cw,114079
DTU,Computer Science and Engineering,1,delhi,sc,defense-cw,272413
DTU,Computer Science and Engineering,1,delhi,st,defense-cw,542932
DTU,Computer Science and Engineering (Data Science & Analytics),1,delhi,general,defense-cw,116417
DTU,Computer Science and Engineering (Data Science & Analytics),1,delhi,ews,defense-cw,52422
DTU,Computer Science and Engineering (Data Science & Analytics),1,delhi,obc,defense-cw,112047
DTU,Computer Science and Engineering (Data Science & Analytics),1,delhi,sc,defense-cw,249540
DTU,Information Technology,1,delhi,general,defense-cw,14253
DTU,Information Technology,1,delhi,obc,defense-cw,136118
DTU,Information Technology (Cyber Security),1,delhi,general,defense-cw,30783
DTU,Information Technology (Cyber Security),1,delhi,ews,defense-cw,77934
DTU,Information Technology (Cyber Security),1,delhi,sc,defense-cw,632875
DTU,Software Engineering,1,delhi,general,defense-cw,26829
DTU,Software Engineering,1,delhi,ews,defense-cw,66507
DTU,Software Engineering,1,delhi,obc,defense-cw,144690
DTU,Software Engineering,1,delhi,sc,defense-cw,246888
DTU,Software Engineering,1,delhi,st,defense-cw,617908
DTU,Mathematics and Computing,1,delhi,general,defense-cw,36631
DTU,Mathematics and Computing,1,delhi,ews,defense-cw,112666
DTU,Mathematics and Computing,1,delhi,obc,defense-cw,157948
DTU,Mathematics and Computing,1,delhi,sc,defense-cw,508356
DTU,Electronics and Communication Engineering,1,delhi,general,defense-cw,40021
DTU,Electronics and Communication Engineering,1,delhi,ews,defense-cw,78785
DTU,Electronics and Communication Engineering,1,delhi,obc,defense-cw,171340
DTU,Electronics and Communication Engineering,1,delhi,sc,defense-cw,395762
DTU,Electronics Engineering (VLSI Design and Technology),1,delhi,general,defense-cw,44131
DTU,Electronics Engineering (VLSI Design and Technology),1,delhi,obc,defense-cw,172203
DTU,Electrical Engineering,1,delhi,general,defense-cw,79722
DTU,Electrical Engineering,1,delhi,ews,defense-cw,137884
DTU,Electrical Engineering,1,delhi,obc,defense-cw,214717
DTU,Electrical Engineering,1,delhi,sc,defense-cw,1101551
DTU,Mechanical Engineering,1,delhi,general,defense-cw,103734
DTU,Mechanical Engineering,1,delhi,ews,defense-cw,245559
DTU,Mechanical Engineering,1,delhi,obc,defense-cw,249926
DTU,Mechanical and Automation Engineering,1,delhi,general,defense-cw,97148
DTU,Mechanical and Automation Engineering,1,delhi,obc,defense-cw,287913
DTU,Mechanical Engineering with specialization in Automotive Engineering,1,delhi,general,defense-cw,110052
DTU,Mechanical Engineering with specialization in Automotive Engineering,1,delhi,ews,defense-cw,286891
DTU,Mechanical Engineering with specialization in Automotive Engineering,1,delhi,obc,defense-cw,285693
DTU,Engineering Physics,1,delhi,general,defense-cw,88327
DTU,Engineering Physics,1,delhi,obc,defense-cw,332622
DTU,Chemical Engineering,1,delhi,general,defense-cw,115655
DTU,Chemical Engineering,1,delhi,ews,defense-cw,220101
DTU,Chemical Engineering,1,delhi,obc,defense-cw,366236
DTU,Civil Engineering,1,delhi,general,defense-cw,131725
DTU,Civil Engineering,1,delhi,ews,defense-cw,142652
DTU,Civil Engineering,1,delhi,obc,defense-cw,355559
DTU,Civil Engineering,1,delhi,sc,defense-cw,1356375
DTU,Production & Industrial Engineering,1,delhi,general,defense-cw,128209
DTU,Production & Industrial Engineering,1,delhi,obc,defense-cw,368972
DTU,Environmental Engineering,1,delhi,general,defense-cw,135943
DTU,Environmental Engineering,1,delhi,obc,defense-cw,342205
DTU,Bio-Technology,1,delhi,general,defense-cw,144729
DTU,Bio-Technology,1,delhi,obc,defense-cw,357248
DTU,Computer Science and Engineering,1,outside_delhi,general,gender-neutral,3430
DTU,Computer Science and Engineering,1,outside_delhi,general,girl,4817
DTU,Computer Science and Engineering,1,outside_delhi,ews,gender-neutral,6736
DTU,Computer Science and Engineering,1,outside_delhi,ews,girl,13479
DTU,Computer Science and Engineering,1,outside_delhi,obc,gender-neutral,9777
DTU,Computer Science and Engineering,1,outside_delhi,obc,girl,14654
DTU,Computer Science and Engineering,1,outside_delhi,sc,gender-neutral,35953
DTU,Computer Science and Engineering,1,outside_delhi,sc,girl,47322
DTU,Computer Science and Engineering,1,outside_delhi,st,gender-neutral,80073
DTU,Computer Science and Engineering,1,outside_delhi,st,girl,86561
DTU,Computer Science and Engineering,1,outside_delhi,general,pwd,49886
DTU,Computer Science and Engineering,1,outside_delhi,ews,pwd,66338
DTU,Computer Science and Engineering,1,outside_delhi,obc,pwd,98262
DTU,Computer Science and Engineering,1,outside_delhi,sc,pwd,219537
DTU,Computer Science and Engineering (Data Science & Analytics),1,outside_delhi,general,gender-neutral,4383
DTU,Computer Science and Engineering (Data Science & Analytics),1,outside_delhi,general,girl,5190
DTU,Computer Science and Engineering (Data Science & Analytics),1,outside_delhi,ews,gender-neutral,5748
DTU,Computer Science and Engineering (Data Science & Analytics),1,outside_delhi,obc,gender-neutral,11447
DTU,Computer Science and Engineering (Data Science & Analytics),1,outside_delhi,sc,gender-neutral,41118
DTU,Computer Science and Engineering (Data Science & Analytics),1,outside_delhi,st,gender-neutral,89658
DTU,Information Technology,1,outside_delhi,general,gender-neutral,4840
DTU,Information Technology,1,outside_delhi,general,girl,7477
DTU,Information Technology,1,outside_delhi,ews,gender-neutral,7493
DTU,Information Technology,1,outside_delhi,obc,gender-neutral,12410
DTU,Information Technology,1,outside_delhi,sc,gender-neutral,54877
DTU,Information Technology,1,outside_delhi,sc,girl,80588
DTU,Information Technology,1,outside_delhi,st,gender-neutral,102943
DTU,Information Technology,1,outside_delhi,general,pwd,50925
DTU,Information Technology (Cyber Security),1,outside_delhi,general,gender-neutral,5624
DTU,Information Technology (Cyber Security),1,outside_delhi,general,girl,8204
DTU,Information Technology (Cyber Security),1,outside_delhi,ews,gender-neutral,9301
DTU,Information Technology (Cyber Security),1,outside_delhi,obc,gender-neutral,13166
DTU,Information Technology (Cyber Security),1,outside_delhi,sc,gender-neutral,64815
DTU,Information Technology (Cyber Security),1,outside_delhi,st,gender-neutral,126530
DTU,Software Engineering,1,outside_delhi,general,gender-neutral,6206
DTU,Software Engineering,1,outside_delhi,general,girl,7949
DTU,Software Engineering,1,outside_delhi,ews,gender-neutral,8436
DTU,Software Engineering,1,outside_delhi,obc,gender-neutral,13848
DTU,Software Engineering,1,outside_delhi,obc,girl,23893
DTU,Software Engineering,1,outside_delhi,sc,gender-neutral,61196
DTU,Software Engineering,1,outside_delhi,sc,girl,72669
DTU,Software Engineering,1,outside_delhi,st,gender-neutral,124544
DTU,Software Engineering,1,outside_delhi,general,pwd,65551
DTU,Software Engineering,1,outside_delhi,ews,pwd,106559
DTU,Mathematics and Computing,1,outside_delhi,general,gender-neutral,5634
DTU,Mathematics and Computing,1,outside_delhi,general,girl,8100
DTU,Mathematics and Computing,1,outside_delhi,ews,gender-neutral,10005
DTU,Mathematics and Computing,1,outside_delhi,ews,girl,15473
DTU,Mathematics and Computing,1,outside_delhi,obc,gender-neutral,15246
DTU,Mathematics and Computing,1,outside_delhi,obc,girl,19539
DTU,Mathematics and Computing,1,outside_delhi,sc,gender-neutral,70590
DTU,Mathematics and Computing,1,outside_delhi,st,gender-neutral,109768
DTU,Mathematics and Computing,1,outside_delhi,obc,pwd,174707
DTU,Mathematics and Computing,1,outside_delhi,st,pwd,1244773
DTU,Electronics and Communication Engineering,1,outside_delhi,general,gender-neutral,6660
DTU,Electronics and Communication Engineering,1,outside_delhi,general,girl,8725
DTU,Electronics and Communication Engineering,1,outside_delhi,ews,gender-neutral,7736
DTU,Electronics and Communication Engineering,1,outside_delhi,obc,gender-neutral,17270
DTU,Electronics and Communication Engineering,1,outside_delhi,obc,girl,24903
DTU,Electronics and Communication Engineering,1,outside_delhi,sc,gender-neutral,69249
DTU,Electronics and Communication Engineering,1,outside_delhi,st,gender-neutral,46517
DTU,Electronics and Communication Engineering,1,outside_delhi,st,girl,159157
DTU,Electronics Engineering (VLSI Design and Technology),1,outside_delhi,general,gender-neutral,7142
DTU,Electronics Engineering (VLSI Design and Technology),1,outside_delhi,ews,gender-neutral,11246
DTU,Electronics Engineering (VLSI Design and Technology),1,outside_delhi,obc,gender-neutral,16670
DTU,Electronics Engineering (VLSI Design and Technology),1,outside_delhi,sc,gender-neutral,78278
DTU,Electronics Engineering (VLSI Design and Technology),1,outside_delhi,sc,girl,119445
DTU,Electronics Engineering (VLSI Design and Technology),1,outside_delhi,st,gender-neutral,138119
DTU,Electronics Engineering (VLSI Design and Technology),1,outside_delhi,general,pwd,76521
DTU,Electrical Engineering,1,outside_delhi,general,gender-neutral,9393
DTU,Electrical Engineering,1,outside_delhi,general,girl,9722
DTU,Electrical Engineering,1,outside_delhi,ews,gender-neutral,14210
DTU,Electrical Engineering,1,outside_delhi,ews,girl,19572
DTU,Electrical Engineering,1,outside_delhi,obc,gender-neutral,21026
DTU,Electrical Engineering,1,outside_delhi,obc,girl,26300
DTU,Electrical Engineering,1,outside_delhi,sc,gender-neutral,86696
DTU,Electrical Engineering,1,outside_delhi,sc,girl,130001
DTU,Electrical Engineering,1,outside_delhi,st,gender-neutral,151189
DTU,Electrical Engineering,1,outside_delhi,general,pwd,61505
DTU,Electrical Engineering,1,outside_delhi,ews,pwd,145899
DTU,Electrical Engineering,1,outside_delhi,obc,pwd,196647
DTU,Electrical Engineering,1,outside_delhi,sc,pwd,305759
DTU,Mechanical Engineering,1,outside_delhi,general,gender-neutral,12473
DTU,Mechanical Engineering,1,outside_delhi,general,girl,15364
DTU,Mechanical Engineering,1,outside_delhi,ews,gender-neutral,16159
DTU,Mechanical Engineering,1,outside_delhi,ews,girl,37096
DTU,Mechanical Engineering,1,outside_delhi,obc,gender-neutral,25530
DTU,Mechanical Engineering,1,outside_delhi,obc,girl,45660
DTU,Mechanical Engineering,1,outside_delhi,sc,gender-neutral,101583
DTU,Mechanical Engineering,1,outside_delhi,st,gender-neutral,126361
DTU,Mechanical and Automation Engineering,1,outside_delhi,general,gender-neutral,12325
DTU,Mechanical and Automation Engineering,1,outside_delhi,ews,gender-neutral,17029
DTU,Mechanical and Automation Engineering,1,outside_delhi,obc,gender-neutral,22280
DTU,Mechanical and Automation Engineering,1,outside_delhi,sc,gender-neutral,106271
DTU,Mechanical and Automation Engineering,1,outside_delhi,sc,girl,136907
DTU,Mechanical and Automation Engineering,1,outside_delhi,st,gender-neutral,172561
DTU,Mechanical and Automation Engineering,1,outside_delhi,general,pwd,117982
DTU,Mechanical Engineering with specialization in Automotive Engineering,1,outside_delhi,general,gender-neutral,12165
DTU,Mechanical Engineering with specialization in Automotive Engineering,1,outside_delhi,ews,gender-neutral,17118
DTU,Mechanical Engineering with specialization in Automotive Engineering,1,outside_delhi,obc,gender-neutral,28131
DTU,Mechanical Engineering with specialization in Automotive Engineering,1,outside_delhi,sc,gender-neutral,108722
DTU,Mechanical Engineering with specialization in Automotive Engineering,1,outside_delhi,st,gender-neutral,187669
DTU,Mechanical Engineering with specialization in Automotive Engineering,1,outside_delhi,st,girl,228931
DTU,Mechanical Engineering with specialization in Automotive Engineering,1,outside_delhi,general,pwd,92281
DTU,Engineering Physics,1,outside_delhi,general,gender-neutral,11826
DTU,Engineering Physics,1,outside_delhi,general,girl,19786
DTU,Engineering Physics,1,outside_delhi,ews,gender-neutral,17689
DTU,Engineering Physics,1,outside_delhi,obc,gender-neutral,28590
DTU,Engineering Physics,1,outside_delhi,obc,girl,49627
DTU,Engineering Physics,1,outside_delhi,sc,gender-neutral,108898
DTU,Engineering Physics,1,outside_delhi,st,gender-neutral,187881
DTU,Engineering Physics,1,outside_delhi,obc,pwd,335140
DTU,Chemical Engineering,1,outside_delhi,general,gender-neutral,12836
DTU,Chemical Engineering,1,outside_delhi,ews,gender-neutral,18014
DTU,Chemical Engineering,1,outside_delhi,obc,gender-neutral,32053
DTU,Chemical Engineering,1,outside_delhi,obc,girl,50646
DTU,Chemical Engineering,1,outside_delhi,sc,gender-neutral,111275
DTU,Chemical Engineering,1,outside_delhi,st,gender-neutral,119845
DTU,Civil Engineering,1,outside_delhi,general,gender-neutral,14894
DTU,Civil Engineering,1,outside_delhi,general,girl,23081
DTU,Civil Engineering,1,outside_delhi,ews,gender-neutral,24149
DTU,Civil Engineering,1,outside_delhi,obc,gender-neutral,33693
DTU,Civil Engineering,1,outside_delhi,obc,girl,53120
DTU,Civil Engineering,1,outside_delhi,sc,gender-neutral,113437
DTU,Civil Engineering,1,outside_delhi,st,gender-neutral,107715
DTU,Civil Engineering,1,outside_delhi,general,pwd,175829
